accession	protein_name	sequence_length	header_line	genbank_id	genbank_link	subfamily	phenotype	natural_or_acquired
UOX08352	KPC-124	291	UOX08352.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-124 [Klebsiella pneumoniae]	ON221403	http://www.ncbi.nlm.nih.gov/nuccore/ON221403?from=1&to=876			A
UPJ08584	KPC-125	293	UPJ08584.1 KPC family carbapenem-hydrolyzing class A beta-lactamase (plasmid) [Klebsiella pneumoniae]	CP095778	http://www.ncbi.nlm.nih.gov/nuccore/CP095778?from=37211&to=38092&strand=2			A
UPY21302	KPC-126	293	UPY21302.1 carbapenem-hydrolyzing class A beta-lactamase KPC-126 [Klebsiella pneumoniae]	OM830488	http://www.ncbi.nlm.nih.gov/nuccore/OM830488?from=1&to=882&strand=2			A
URC16702	KPC-127	295	URC16702.1 carbapenem-hydrolyzing class A beta-lactamase KPC-127 [Klebsiella pneumoniae]	ON521725	http://www.ncbi.nlm.nih.gov/nuccore/ON521725?from=32&to=919&strand=2			A
URC16704	KPC-128	293	URC16704.1 carbapenem-hydrolyzing class A beta-lactamase KPC-128 [Klebsiella pneumoniae]	ON521727	http://www.ncbi.nlm.nih.gov/nuccore/ON521727?from=6&to=887			A
USG13864	KPC-129	301	USG13864.1 class A beta-lactamase KPC-129 [Klebsiella pneumoniae]	ON751738	http://www.ncbi.nlm.nih.gov/nuccore/ON751738?from=1&to=906			A
MCP2579610	KPC-130	293	MCP2579610.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	JAMZRN010000028	http://www.ncbi.nlm.nih.gov/nuccore/JAMZRN010000028?from=8801&to=9682&strand=2			A
USQ89943	KPC-131	293	USQ89943.1 carbapenem-hydrolyzing class A beta-lactamase KPC-131 [Klebsiella pneumoniae subsp. pneumoniae]	ON823194	http://www.ncbi.nlm.nih.gov/nuccore/ON823194?from=1333&to=2214&strand=2			A
UUF81222	KPC-132	302	UUF81222.1 inhibitor-resistant class A beta-lactamase KPC-132 [Klebsiella pneumoniae]	OP081092	http://www.ncbi.nlm.nih.gov/nuccore/OP081092?from=1&to=909			A
UUG60968	KPC-133	308	UUG60968.1 carbapenem-hydrolyzing class A beta-lactamase KPC-133 [Klebsiella pneumoniae]	OP081531	http://www.ncbi.nlm.nih.gov/nuccore/OP081531?from=1&to=927			A
UVJ69199	KPC-134	301	UVJ69199.1 inhibitor-resistant class A beta-lactamase KPC-134 [Klebsiella pneumoniae]	OP293349	http://www.ncbi.nlm.nih.gov/nuccore/OP293349?from=6&to=911			A
UVV34299	KPC-135	306	UVV34299.1 inhibitor-resistant class A beta-lactamase KPC-135 [Klebsiella pneumoniae]	OP205646	http://www.ncbi.nlm.nih.gov/nuccore/OP205646?from=4&to=924			A
WEG44273	KPC-136	293	WEG44273.1 carbapenem-hydrolyzing class A beta-lactamase KPC-136 [Klebsiella pneumoniae]	OQ579152	http://www.ncbi.nlm.nih.gov/nuccore/OQ579152?from=1&to=882			A
WNR58488	KPC-137	293	WNR58488.1 inhibitor-resistant class A beta-lactamase KPC-137 [Klebsiella pneumoniae]	OR596987	http://www.ncbi.nlm.nih.gov/nuccore/OR596987?from=1&to=882			A
UXO98494	KPC-138	298	UXO98494.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-138 [Klebsiella pneumoniae]	OP432320	http://www.ncbi.nlm.nih.gov/nuccore/OP432320?from=1&to=897			A
UXO99692	KPC-139	299	UXO99692.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-139 (plasmid) [Klebsiella pneumoniae]	OP503887	http://www.ncbi.nlm.nih.gov/nuccore/OP503887?from=1&to=900			A
UXO99693	KPC-140	308	UXO99693.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-140 (plasmid) [Klebsiella pneumoniae]	OP503888	http://www.ncbi.nlm.nih.gov/nuccore/OP503888?from=1&to=927			A
UXO99694	KPC-141	294	UXO99694.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-141 (plasmid) [Klebsiella pneumoniae]	OP503889	http://www.ncbi.nlm.nih.gov/nuccore/OP503889?from=1&to=885			A
UXO99695	KPC-142	300	UXO99695.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-142 (plasmid) [Klebsiella pneumoniae]	OP503890	http://www.ncbi.nlm.nih.gov/nuccore/OP503890?from=1&to=903			A
UXO99696	KPC-143	293	UXO99696.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-143 (plasmid) [Klebsiella pneumoniae]	OP503891	http://www.ncbi.nlm.nih.gov/nuccore/OP503891?from=1&to=882			A
QTX16880	KPC-144	293	QTX16880.1 KPC family carbapenem-hydrolyzing class A beta-lactamase, partial [Escherichia coli]	MW440447	http://www.ncbi.nlm.nih.gov/nuccore/MW440447?from=1&to=882			A
UYF23564	KPC-145	293	UYF23564.1 class A beta-lactamase KPC-145 [Klebsiella pneumoniae]	OP626310	http://www.ncbi.nlm.nih.gov/nuccore/OP626310?from=1&to=882			A
UZC76861	KPC-146	293	UZC76861.1 carbapenem-hydrolyzing class A beta-lactamase KPC-146 [Citrobacter freundii]	OP696903	http://www.ncbi.nlm.nih.gov/nuccore/OP696903?from=1&to=882			A
UZC76862	KPC-147	293	UZC76862.1 carbapenem-hydrolyzing class A beta-lactamase KPC-147 [Klebsiella pneumoniae]	OP696904	http://www.ncbi.nlm.nih.gov/nuccore/OP696904?from=1&to=882			A
WP_264254632	KPC-148	308	WP_264254632.1 class A beta-lactamase KPC-148 [Klebsiella pneumoniae]	NG_148625	http://www.ncbi.nlm.nih.gov/nuccore/NG_148625?from=101&to=1027			A
UZF98429	KPC-149	293	UZF98429.1 carbapenem-hydrolyzing class A beta-lactamase KPC-149 [Klebsiella pneumoniae]	OP778041	http://www.ncbi.nlm.nih.gov/nuccore/OP778041?from=1&to=882			A
UZH56920	KPC-150	290	UZH56920.1 inhibitor-resistant class A beta-lactamase KPC-150 (plasmid) [Klebsiella pneumoniae]	OP787490	http://www.ncbi.nlm.nih.gov/nuccore/OP787490?from=1&to=873			A
UZQ18806	KPC-151	291	UZQ18806.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-151 [Klebsiella pneumoniae]	OP823148	http://www.ncbi.nlm.nih.gov/nuccore/OP823148?from=1&to=876			A
UZT70951	KPC-152	305	UZT70951.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-152 [Klebsiella pneumoniae subsp. pneumoniae]	OP856888	http://www.ncbi.nlm.nih.gov/nuccore/OP856888?from=1&to=918			A
UZZ47414	KPC-153	295	UZZ47414.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-153 (plasmid) [Klebsiella pneumoniae]	OP884096	http://www.ncbi.nlm.nih.gov/nuccore/OP884096?from=1&to=888			A
WAY00162	KPC-154	303	WAY00162.1 class A beta-lactamase KPC-154 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]	OQ096263	http://www.ncbi.nlm.nih.gov/nuccore/OQ096263?from=37211&to=38122&strand=2			A
WBG96004	KPC-155	292	WBG96004.1 inhibitor-resistant class A beta-lactamase KPC-155 [Klebsiella pneumoniae]	OQ139542	http://www.ncbi.nlm.nih.gov/nuccore/OQ139542?from=1&to=879			A
WCS94746	KPC-156	293	WCS94746.1 carbapenem-hydrolyzing class A beta-lactamase KPC-156 [Klebsiella pneumoniae]	OQ390084	http://www.ncbi.nlm.nih.gov/nuccore/OQ390084?from=287&to=1168			A
MCS4340177	KPC-157	293	MCS4340177.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	JALIZZ010000036	http://www.ncbi.nlm.nih.gov/nuccore/JALIZZ010000036?from=13992&to=14873			A
WDE35082	KPC-158	293	WDE35082.1 inhibitor-resistant class A beta-lactamase KPC-158 [Klebsiella pneumoniae]	OQ305823	http://www.ncbi.nlm.nih.gov/nuccore/OQ305823?from=1&to=882			A
WDQ79090	KPC-159	291	WDQ79090.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-159 [Klebsiella pneumoniae]	OQ450354	http://www.ncbi.nlm.nih.gov/nuccore/OQ450354?from=1&to=876			A
QOT47587	KPC-160	291	QOT47587.1 KPC beta-lactamase KPC-C7 [Escherichia coli]	MW077228	http://www.ncbi.nlm.nih.gov/nuccore/MW077228?from=1&to=876			A
WEG44275	KPC-161	304	WEG44275.1 carbapenem-hydrolyzing class A beta-lactamase KPC-161 [Klebsiella pneumoniae]	OQ579137	http://www.ncbi.nlm.nih.gov/nuccore/OQ579137?from=1&to=915			A
WEG44276	KPC-162	300	WEG44276.1 carbapenem-hydrolyzing class A beta-lactamase KPC-162 [Klebsiella pneumoniae]	OQ579138	http://www.ncbi.nlm.nih.gov/nuccore/OQ579138?from=1&to=903			A
WEG44277	KPC-163	299	WEG44277.1 carbapenem-hydrolyzing class A beta-lactamase KPC-163 [Klebsiella pneumoniae]	OQ579139	http://www.ncbi.nlm.nih.gov/nuccore/OQ579139?from=1&to=900			A
WEG44278	KPC-164	296	WEG44278.1 carbapenem-hydrolyzing class A beta-lactamase KPC-164 [Klebsiella pneumoniae]	OQ579140	http://www.ncbi.nlm.nih.gov/nuccore/OQ579140?from=1&to=891			A
WEG44279	KPC-165	293	WEG44279.1 carbapenem-hydrolyzing class A beta-lactamase KPC-165 [Klebsiella pneumoniae]	OQ579141	http://www.ncbi.nlm.nih.gov/nuccore/OQ579141?from=1&to=882			A
HBU2411190	KPC-166	292	HBU2411190.1 TPA: KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	DAGFBH010000045	http://www.ncbi.nlm.nih.gov/nuccore/DAGFBH010000045?from=34410&to=35288			A
WEG44934	KPC-167	299	WEG44934.1 class A beta-lactamase KPC-167 [Klebsiella pneumoniae]	OQ592370	http://www.ncbi.nlm.nih.gov/nuccore/OQ592370?from=1&to=900			A
WNH41911	KPC-168	293	WNH41911.1 class A beta-lactamase KPC-168 [Klebsiella pneumoniae]	OR568564	http://www.ncbi.nlm.nih.gov/nuccore/OR568564?from=1&to=882			A
WGW19922	KPC-169	290	WGW19922.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-169 [Klebsiella pneumoniae subsp. pneumoniae]	OQ856767	http://www.ncbi.nlm.nih.gov/nuccore/OQ856767?from=1&to=873			A
EKM6189639	KPC-170	293	EKM6189639.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	ABKQIY010000010	http://www.ncbi.nlm.nih.gov/nuccore/ABKQIY010000010?from=107043&to=107924&strand=2			A
WGW19924	KPC-171	301	WGW19924.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-171 [Klebsiella pneumoniae subsp. pneumoniae]	OQ856769	http://www.ncbi.nlm.nih.gov/nuccore/OQ856769?from=1&to=906			A
WGW19926	KPC-172	293	WGW19926.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-172 [Klebsiella pneumoniae subsp. pneumoniae]	OQ856771	http://www.ncbi.nlm.nih.gov/nuccore/OQ856771?from=1&to=882			A
QOT47589	KPC-173	295	QOT47589.1 KPC beta-lactamase KPC-D6 [Escherichia coli]	MW077230	http://www.ncbi.nlm.nih.gov/nuccore/MW077230?from=1&to=888			A
WGW19928	KPC-174	292	WGW19928.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-174 [Klebsiella pneumoniae subsp. pneumoniae]	OQ856773	http://www.ncbi.nlm.nih.gov/nuccore/OQ856773?from=1&to=879			A
WGW19929	KPC-175	294	WGW19929.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-175 [Klebsiella pneumoniae subsp. pneumoniae]	OQ856774	http://www.ncbi.nlm.nih.gov/nuccore/OQ856774?from=1&to=885			A
WOE87885	KPC-176	293	WOE87885.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-176 [Klebsiella pneumoniae]	OR687591	http://www.ncbi.nlm.nih.gov/nuccore/OR687591?from=1&to=882			A
WGW19920	KPC-177	306	WGW19920.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-177 [Klebsiella pneumoniae subsp. pneumoniae]	OQ856765	http://www.ncbi.nlm.nih.gov/nuccore/OQ856765?from=1&to=921			A
WGW18280	KPC-178	293	WGW18280.1 inhibitor-resistant class A beta-lactamase KPC-178 [Klebsiella pneumoniae]	OQ926587	http://www.ncbi.nlm.nih.gov/nuccore/OQ926587?from=1&to=882			A
WIU89430	KPC-179	294	WIU89430.1 class A beta-lactamase KPC-179 [Klebsiella pneumoniae]	OR115556	http://www.ncbi.nlm.nih.gov/nuccore/OR115556?from=1&to=885			A
WJR95055	KPC-180	293	WJR95055.1 carbapenem-hydrolyzing class A beta-lactamase KPC-180 [Klebsiella pneumoniae]	OR206047	http://www.ncbi.nlm.nih.gov/nuccore/OR206047?from=2&to=883			A
MDE8827207	KPC-181	293	MDE8827207.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	JAREOJ010000064	http://www.ncbi.nlm.nih.gov/nuccore/JAREOJ010000064?from=8694&to=9575&strand=2			A
WKT28611	KPC-182	293	WKT28611.1 carbapenem-hydrolyzing class A beta-lactamase KPC-182 [Klebsiella pneumoniae]	OR282796	http://www.ncbi.nlm.nih.gov/nuccore/OR282796?from=1&to=882			A
WKT28615	KPC-183	299	WKT28615.1 carbapenem-hydrolyzing class A beta-lactamase KPC-183 [Klebsiella pneumoniae]	OR282800	http://www.ncbi.nlm.nih.gov/nuccore/OR282800?from=1&to=900			A
WKT28616	KPC-184	293	WKT28616.1 carbapenem-hydrolyzing class A beta-lactamase KPC-184 [Klebsiella pneumoniae]	OR282801	http://www.ncbi.nlm.nih.gov/nuccore/OR282801?from=1&to=882			A
WLF01972	KPC-185	292	WLF01972.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-185 [Klebsiella pneumoniae]	OR359279	http://www.ncbi.nlm.nih.gov/nuccore/OR359279?from=1&to=879			A
WMI40670	KPC-186	291	WMI40670.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-186 [Klebsiella pneumoniae]	OR466746	http://www.ncbi.nlm.nih.gov/nuccore/OR466746?from=1&to=876			A
WMI45073	KPC-187	293	WMI45073.1 inhibitor-resistant class A beta-lactamase KPC-187 [Klebsiella pneumoniae]	OR466751	http://www.ncbi.nlm.nih.gov/nuccore/OR466751?from=1&to=882			A
WMQ58826	KPC-189	293	WMQ58826.1 extended-spectrum class A beta-lactamase KPC-189 [Klebsiella pneumoniae]	OR501577	http://www.ncbi.nlm.nih.gov/nuccore/OR501577?from=1&to=882			A
WMQ75103	KPC-190	293	WMQ75103.1 inhibitor-resistant class A beta-lactamase KPC-190 [Klebsiella pneumoniae]	OR499110	http://www.ncbi.nlm.nih.gov/nuccore/OR499110?from=1&to=882			A
WMQ75104	KPC-191	292	WMQ75104.1 inhibitor-resistant class A beta-lactamase KPC-191 [Klebsiella pneumoniae]	OR499111	http://www.ncbi.nlm.nih.gov/nuccore/OR499111?from=1&to=879			A
WMZ17075	KPC-192	303	WMZ17075.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-192 [Klebsiella pneumoniae]	OR529436	http://www.ncbi.nlm.nih.gov/nuccore/OR529436?from=1&to=912			A
WNH41912	KPC-193	296	WNH41912.1 class A beta-lactamase KPC-193 [Klebsiella pneumoniae]	OR568565	http://www.ncbi.nlm.nih.gov/nuccore/OR568565?from=1&to=891			A
WNI39959	KPC-194	293	WNI39959.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-194, partial [Klebsiella pneumoniae]	OR578928	http://www.ncbi.nlm.nih.gov/nuccore/OR578928?from=1&to=882			A
WNR58177	KPC-195	293	WNR58177.1 carbapenem-hydrolyzing class A beta-lactamase KPC-195 [Klebsiella pneumoniae]	OR590804	http://www.ncbi.nlm.nih.gov/nuccore/OR590804?from=1&to=882			A
WNV60940	KPC-196	295	WNV60940.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-196 [Klebsiella pneumoniae]	OR612035	http://www.ncbi.nlm.nih.gov/nuccore/OR612035?from=1&to=888			A
WOE87882	KPC-197	293	WOE87882.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-197 [Klebsiella pneumoniae]	OR633287	http://www.ncbi.nlm.nih.gov/nuccore/OR633287?from=1&to=882			A
MDP2477464	KPC-201	290	MDP2477464.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Pseudomonas aeruginosa]	JAUYZF010000003	http://www.ncbi.nlm.nih.gov/nuccore/JAUYZF010000003?from=3841&to=4713&strand=2			A
WPM47153	KPC-202	303	WPM47153.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-202 [Klebsiella pneumoniae]	OR839185	http://www.ncbi.nlm.nih.gov/nuccore/OR839185?from=1&to=912			A
MDY6716274	KPC-203	300	MDY6716274.1 carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	JAXHPW010000039	http://www.ncbi.nlm.nih.gov/nuccore/JAXHPW010000039?from=3947&to=4849&strand=2			A
MEA1062224	KPC-204	296	MEA1062224.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	JAXUDR010000056	http://www.ncbi.nlm.nih.gov/nuccore/JAXUDR010000056?from=1455&to=2345			A
MEA1860518	KPC-205	298	MEA1860518.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	JAYEEW010000028	http://www.ncbi.nlm.nih.gov/nuccore/JAYEEW010000028?from=8801&to=9697&strand=2			A
WQY95155	KPC-206	295	WQY95155.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-206 [Enterobacter cloacae]	PP051499	http://www.ncbi.nlm.nih.gov/nuccore/PP051499?from=1&to=888			A
WRW33974	KPC-207	294	WRW33974.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-207 [Klebsiella pneumoniae]	PP125175	http://www.ncbi.nlm.nih.gov/nuccore/PP125175?from=1&to=885			A
WRW33975	KPC-208	293	WRW33975.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-208 [Klebsiella pneumoniae]	PP125176	http://www.ncbi.nlm.nih.gov/nuccore/PP125176?from=1&to=882			A
WVD92252	KPC-209	299	WVD92252.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-209 [Pseudomonas aeruginosa]	PP165529	http://www.ncbi.nlm.nih.gov/nuccore/PP165529?from=6&to=905			A
WVD92244	KPC-211	289	WVD92244.1 carbapenem-hydrolyzing class A beta-lactamase KPC-211 [Klebsiella pneumoniae]	PP194258	http://www.ncbi.nlm.nih.gov/nuccore/PP194258?from=1&to=870			A
WVD92245	KPC-212	293	WVD92245.1 carbapenem-hydrolyzing class A beta-lactamase KPC-212 [Klebsiella pneumoniae]	PP194259	http://www.ncbi.nlm.nih.gov/nuccore/PP194259?from=1&to=882			A
WVD92246	KPC-213	293	WVD92246.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-213 [Klebsiella pneumoniae]	PP194260	http://www.ncbi.nlm.nih.gov/nuccore/PP194260?from=1&to=882			A
WVD92247	KPC-214	293	WVD92247.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-214 [Klebsiella pneumoniae]	PP194261	http://www.ncbi.nlm.nih.gov/nuccore/PP194261?from=1&to=882			A
WVD92249	KPC-215	293	WVD92249.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-215 [Klebsiella pneumoniae]	PP194263	http://www.ncbi.nlm.nih.gov/nuccore/PP194263?from=1&to=882			A
WWO49380	KPC-216	294	WWO49380.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-216 [Klebsiella pneumoniae]	PP379169	http://www.ncbi.nlm.nih.gov/nuccore/PP379169?from=1&to=885			A
WZW61255	KPC-217	293	WZW61255.1 inhibitor-resistant class A beta-lactamase KPC-217 [Escherichia coli]	PP693362	http://www.ncbi.nlm.nih.gov/nuccore/PP693362?from=1&to=882			A
WZW61256	KPC-218	293	WZW61256.1 inhibitor-resistant class A beta-lactamase KPC-218 [Klebsiella pneumoniae]	PP693363	http://www.ncbi.nlm.nih.gov/nuccore/PP693363?from=1&to=882			A
WZW71004	KPC-223	293	WZW71004.1 carbapenem-hydrolyzing class A beta-lactamase KPC-223 [Klebsiella pneumoniae]	PP701811	http://www.ncbi.nlm.nih.gov/nuccore/PP701811?from=1&to=882			A
XAM88516	KPC-224	293	XAM88516.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-224 [Klebsiella pneumoniae]	PP728767	http://www.ncbi.nlm.nih.gov/nuccore/PP728767?from=1&to=882			A
XAM74258	KPC-225	288	XAM74258.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-225 [Escherichia coli]	PP723735	http://www.ncbi.nlm.nih.gov/nuccore/PP723735?from=1&to=867			A
XAR02267	KPC-226	291	XAR02267.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-226 [Klebsiella pneumoniae]	PP770481	http://www.ncbi.nlm.nih.gov/nuccore/PP770481?from=1&to=876			A
XAR02237	KPC-227	296	XAR02237.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-227 [Klebsiella pneumoniae]	PP770482	http://www.ncbi.nlm.nih.gov/nuccore/PP770482?from=1&to=891			A
XBP46894	KPC-228	289	XBP46894.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-228 [Klebsiella pneumoniae]	PP860922	http://www.ncbi.nlm.nih.gov/nuccore/PP860922?from=1&to=870			A
XCN99469	KPC-230	299	XCN99469.1 inhibitor-resistant extended-spectrum class A beta-lactamase KPC-230 [Klebsiella pneumoniae]	PP988013	http://www.ncbi.nlm.nih.gov/nuccore/PP988013?from=1&to=900&strand=2			A
XFH17878	KPC-231	293	XFH17878.1 carbapenem-hydrolyzing class A beta-lactamase KPC-231 [Klebsiella pneumoniae]	PQ117760	http://www.ncbi.nlm.nih.gov/nuccore/PQ117760?from=1&to=882			A
XFH17880	KPC-232	293	XFH17880.1 carbapenem-hydrolyzing class A beta-lactamase KPC-232 [Klebsiella pneumoniae]	PQ117762	http://www.ncbi.nlm.nih.gov/nuccore/PQ117762?from=1&to=882			A
XGD00488	KPC-233	299	XGD00488.1 inhibitor-resistant class A beta-lactamase KPC-233 [Klebsiella pneumoniae]	PQ287843	http://www.ncbi.nlm.nih.gov/nuccore/PQ287843?from=1&to=900			A
XHE66866	KPC-234	293	XHE66866.1 inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-234 [Klebsiella pneumoniae]	PQ311675	http://www.ncbi.nlm.nih.gov/nuccore/PQ311675?from=1&to=882			A
XHO32892	KPC-236	293	XHO32892.1 carbapenem-hydrolyzing class A beta-lactamase KPC-236 [Klebsiella pneumoniae]	PQ394549	http://www.ncbi.nlm.nih.gov/nuccore/PQ394549?from=1&to=882			A
XHO32893	KPC-237	292	XHO32893.1 carbapenem-hydrolyzing class A beta-lactamase KPC-237 [Klebsiella pneumoniae]	PQ394550	http://www.ncbi.nlm.nih.gov/nuccore/PQ394550?from=1&to=879			A
XHO32894	KPC-238	291	XHO32894.1 carbapenem-hydrolyzing class A beta-lactamase KPC-238 [Klebsiella pneumoniae]	PQ394551	http://www.ncbi.nlm.nih.gov/nuccore/PQ394551?from=1&to=876			A
XHO32895	KPC-239	292	XHO32895.1 carbapenem-hydrolyzing class A beta-lactamase KPC-239 [Klebsiella pneumoniae]	PQ394552	http://www.ncbi.nlm.nih.gov/nuccore/PQ394552?from=1&to=879			A
XHO32896	KPC-240	289	XHO32896.1 carbapenem-hydrolyzing class A beta-lactamase KPC-240 [Klebsiella pneumoniae]	PQ394553	http://www.ncbi.nlm.nih.gov/nuccore/PQ394553?from=1&to=870			A
XHO32897	KPC-241	290	XHO32897.1 carbapenem-hydrolyzing class A beta-lactamase KPC-241 [Klebsiella pneumoniae]	PQ394554	http://www.ncbi.nlm.nih.gov/nuccore/PQ394554?from=1&to=873			A
XHO32898	KPC-242	302	XHO32898.1 carbapenem-hydrolyzing class A beta-lactamase KPC-242 [Klebsiella pneumoniae]	PQ394555	http://www.ncbi.nlm.nih.gov/nuccore/PQ394555?from=1&to=909			A
XKQ46068	KPC-243	297	XKQ46068.1 carbapenem-hydrolyzing class A beta-lactamase KPC-243 [Pseudomonas aeruginosa]	PQ571658	http://www.ncbi.nlm.nih.gov/nuccore/PQ571658?from=1&to=894&strand=2			A
MFH7848025	KPC-244	293	MFH7848025.1 KPC family carbapenem-hydrolyzing class A beta-lactamase [Klebsiella pneumoniae]	ABEZTZ040000033	http://www.ncbi.nlm.nih.gov/nuccore/ABEZTZ040000033?from=8800&to=9681&strand=2			A
MFL3882384	KPC-245	302	MFL3882384.1 KPC family carbapenem-hydrolyzing class A beta-lactamase (plasmid) [Klebsiella pneumoniae]	JBJGWA010000036	http://www.ncbi.nlm.nih.gov/nuccore/JBJGWA010000036?from=3982&to=4890&strand=2			A
XMD53573	KPC-246	293	XMD53573.1 carbapenem-hydrolyzing class A beta-lactamase KPC-246 [Pseudomonas aeruginosa]	PQ666868	http://www.ncbi.nlm.nih.gov/nuccore/PQ666868?from=1&to=882			A
XMD53575	KPC-247	299	XMD53575.1 carbapenem-hydrolyzing class A beta-lactamase KPC-247 [Pseudomonas aeruginosa]	PQ666870	http://www.ncbi.nlm.nih.gov/nuccore/PQ666870?from=1&to=900			A
